Schema item,Kind,Data type,Extends,Restricts,Abstract,Subst Group,Comment,Namespace
OrderingParams,global element,jdf:OrderingParams_r,,,,jdf:Resource,"",JDFResource.xsd
OrderingParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
OrderingParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
OrderingParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
OrderingParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
OrderingParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
OrderingParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
OrderingParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
Orientation,global simpleType,jdftyp:string,,,,,"",JDFTypes.xsd
OrientationList,global simpleType,,,,,,"",JDFTypes.xsd
otherwise,global complexType,,jdf:BaseElement_,,,,"",JDFCapability.xsd
Packing,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
PackingIntent,global element,jdf:PackingIntent_r,,,,jdf:Resource,"",JDFResource.xsd
PackingIntent_r,global complexType,,jdf:IntentResource,,,,"",JDFResource.xsd
PackingIntent_rp,global complexType,,jdf:IntentResourceLeaf,,,,"",JDFResource.xsd
PackingIntentAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
PackingIntentAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
PackingIntentAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
PackingIntentLink,global element,jdf:IntentLink,,,,jdf:ResourceLink,"",JDFResource.xsd
PackingParams,global element,jdf:PackingParams_r,,,,jdf:Resource,"",JDFResource.xsd
PackingParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
PackingParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
PackingParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
PackingParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
PackingParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
PackingParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
PackingParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
PageBoxProperties,global attributeGroup,,,,,,"",JDFResource.xsd
PageList,global element,jdf:PageList_r,,,,jdf:Resource,"",JDFResource.xsd
PageList_PageData_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
PageList_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
PageList_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
PageList_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
PageListAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
PageListAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
PageListAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
PageListLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
PagesProperties,global attributeGroup,,,,,,"",JDFResource.xsd
Pallet,global element,jdf:Pallet_r,,,,jdf:Resource,"",JDFResource.xsd
Pallet_r,global complexType,,jdf:ConsumableResource,,,,"",JDFResource.xsd
Pallet_re,global complexType,,jdf:PhysicalResourceElement,,,,"",JDFResource.xsd
Pallet_rp,global complexType,,jdf:ConsumableResourceLeaf,,,,"",JDFResource.xsd
PalletAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
PalletAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
PalletAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
Palletizing,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
PalletizingParams,global element,jdf:PalletizingParams_r,,,,jdf:Resource,"",JDFResource.xsd
PalletizingParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
PalletizingParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
PalletizingParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
PalletizingParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
PalletizingParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
PalletizingParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
PalletizingParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
PalletizingResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
PalletLink,global element,jdf:ConsumableLink,,,,jdf:ResourceLink,"",JDFResource.xsd
ParameterAttribs,global attributeGroup,,,,,,"",JDFCore.xsd
ParameterAttribs_re,global attributeGroup,,,,,,"",JDFCore.xsd
ParameterLink,global complexType,,jdf:ResourceLink,,,,"",JDFCore.xsd
ParameterResource,global complexType,,jdf:Resources,,,,"",JDFCore.xsd
ParameterResourceElement,global complexType,,jdf:ResourceElement,,,,"",JDFCore.xsd
ParameterResourceLeaf,global complexType,,jdf:ResourcesLeaf,,,,"",JDFCore.xsd
Part,global complexType,,jdf:BaseElement_,,,,"",JDFCore.xsd
PartAmount,global complexType,,jdf:BaseElement_,,,,"",JDFCore.xsd
PartitionAttribs,global attributeGroup,,,,,,"",JDFCore.xsd
PartitionKeysAttribs,global attributeGroup,,,,,,"",JDFCore.xsd
PartitionKeysAttribsForCutBlock,global attributeGroup,,,,,,"NAME CLASH - Removed BlockName!!",JDFResource.xsd
PartitionKeysAttribsForDensityMF,global attributeGroup,,,,,,"NAME CLASH - Removed Separation!!",JDFResource.xsd
PartitionKeysAttribsForPreview,global attributeGroup,,,,,,"NAME CLASH - Removed PreviewType!!",JDFResource.xsd
PartitionKeysAttribsforRunList,global attributeGroup,,,,,,"NAME CLASH - Removed DocCopies",JDFResource.xsd
PartitionKeysAttribsForSurface,global attributeGroup,,,,,,"NAME CLASH - Removed Side!!",JDFResource.xsd
PartitionKeysAttribsForTransferCurve,global attributeGroup,,,,,,"NAME CLASH - Removed Separation!!",JDFResource.xsd
PartitionPartAttribs,global attributeGroup,,,,,,"",JDFCore.xsd
pBinderySignatureName,global simpleType,jdftyp:NMTOKEN,,,,,"",JDFTypes.xsd
pBlockName,global simpleType,jdftyp:NMTOKEN,,,,,"",JDFTypes.xsd
pBundleItemIndex,global simpleType,jdftyp:IntegerRangeList,,,,,"",JDFTypes.xsd
pCellIndex,global simpleType,jdftyp:IntegerRangeList,,,,,"",JDFTypes.xsd
pCondition,global simpleType,jdftyp:NMTOKEN,,,,,"",JDFTypes.xsd
PDFPath,global simpleType,xs:string,,,,,"",JDFTypes.xsd
PDFPathEvaluation,global complexType,,jdf:AbstractEvaluation,,,,"",JDFCapability.xsd
PDFPathEvaluation,global element,jdf:PDFPathEvaluation,,,,jdf:AbstractTerms,"",JDFCapability.xsd
PDFPathEvaluation_Value_lr,global complexType,,jdf:BaseElement_,,,,"",JDFCapability.xsd
PDFPathState,global complexType,,jdf:DevCapState,,,,"",JDFCapability.xsd
PDFPathState,global element,jdf:PDFPathState,,,,jdf:AbstractStates,"",JDFCapability.xsd
PDFPathState_Value_lr,global complexType,,jdf:BaseElement_,,,,"",JDFCapability.xsd
PDFToPSConversion,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
PDFToPSConversionParams,global element,jdf:PDFToPSConversionParams_r,,,,jdf:Resource,"",JDFResource.xsd
PDFToPSConversionParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
PDFToPSConversionParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
PDFToPSConversionParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
PDFToPSConversionParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
PDFToPSConversionParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
PDFToPSConversionParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
PDFToPSConversionParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
PDFToPSConversionResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
PDLObjectProperties,global attributeGroup,,,,,,"",JDFResource.xsd
PDLResourceAlias,global element,jdf:PDLResourceAlias_r,,,,jdf:Resource,"",JDFResource.xsd
PDLResourceAlias_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
PDLResourceAlias_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
PDLResourceAlias_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
PDLResourceAliasAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
PDLResourceAliasAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
PDLResourceAliasAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
PDLResourceAliasLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
pDocCopies,global simpleType,jdftyp:IntegerRangeList,,,,,"",JDFTypes.xsd
pDocIndex,global simpleType,jdftyp:IntegerRangeList,,,,,"",JDFTypes.xsd
pDocRunIndex,global simpleType,jdftyp:IntegerRangeList,,,,,"",JDFTypes.xsd
pDocSheetIndex,global simpleType,jdftyp:IntegerRangeList,,,,,"",JDFTypes.xsd
Perforating,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
PerforatingParams,global element,jdf:PerforatingParams_r,,,,jdf:Resource,"",JDFResource.xsd
PerforatingParams_Perforate_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
PerforatingParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
PerforatingParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
PerforatingParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
PerforatingParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
PerforatingParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
PerforatingParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
PerforatingParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
PerforatingResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
Person,global element,jdf:Person_r,,,,jdf:Resource,"",JDFResource.xsd
Person_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
Person_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
Person_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
PersonAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
PersonAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
PersonAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
PersonLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
pFountainNumber,global simpleType,jdftyp:Integer,,,,,"",JDFTypes.xsd
PhaseTimeAudit,global complexType,,jdf:AuditElement,,,,"",JDFCore.xsd
PhaseTimeAudit_ModulePhase_l,global complexType,,jdf:BaseElement_,,,,"",JDFCore.xsd
PhysicalLinkAttribs,global attributeGroup,,,,,,"",JDFCore.xsd
PhysicalPartAmount,global complexType,,jdf:BaseElement_,,,,"",JDFCore.xsd
PhysicalResource,global complexType,,jdf:Resources,,,,"",JDFCore.xsd
PhysicalResourceAttribs,global attributeGroup,,,,,,"",JDFCore.xsd
PhysicalResourceAttribs_re,global attributeGroup,,,,,,"",JDFCore.xsd
PhysicalResourceElement,global complexType,,jdf:ResourceElement,,,,"",JDFCore.xsd
PhysicalResourceLeaf,global complexType,,jdf:ResourcesLeaf,,,,"",JDFCore.xsd
PhysicalResourceLink,global complexType,,jdf:ResourceLink,,,,"",JDFCore.xsd
PhysicalResourceLink_AmountPool_l,global complexType,,jdf:BaseElement_,,,,"",JDFCore.xsd
PhysicalResourceRefList,global group,,,,,,"",JDFCore.xsd
PhysicalResourceSubElements,global group,,,,,,"",JDFCore.xsd
PipeParams,global element,jdf:PipeParams_m,,,,jdf:CommandTypeObj,"",JDFMessage.xsd
PipeParams_m,global complexType,,jdf:CommandTypeObj_,,,,"",JDFMessage.xsd
pItemNames,global simpleType,jdftyp:NMTOKENS,,,,,"",JDFTypes.xsd
PlaceHolderAttribs,global attributeGroup,,,,,,"",JDFCore.xsd
PlaceHolderLink,global complexType,,jdf:ResourceLink,,,,"",JDFCore.xsd
PlaceHolderResource,global complexType,,jdf:Resources,,,,"",JDFCore.xsd
PlaceHolderResource,global element,jdf:PlaceHolderResource_r,,,,jdf:Resource,"",JDFResource.xsd
PlaceHolderResource_r,global complexType,,jdf:PlaceHolderResource,,,,"",JDFResource.xsd
PlaceHolderResource_re,global complexType,,jdf:ResourceElement,,,,"",JDFResource.xsd
PlaceHolderResource_rp,global complexType,,jdf:PlaceHolderResourceLeaf,,,,"",JDFResource.xsd
PlaceHolderResourceAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
PlaceHolderResourceAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
PlaceHolderResourceAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
PlaceHolderResourceLeaf,global complexType,,jdf:ResourcesLeaf,,,,"",JDFCore.xsd
PlaceHolderResourceLink,global element,jdf:PlaceHolderLink,,,,jdf:ResourceLink,"",JDFResource.xsd
PlasticCombBinding,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
PlasticCombBindingParams,global element,jdf:PlasticCombBindingParams_r,,,,jdf:Resource,"",JDFResource.xsd
PlasticCombBindingParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
PlasticCombBindingParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
PlasticCombBindingParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
PlasticCombBindingParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
PlasticCombBindingParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
PlasticCombBindingParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
PlasticCombBindingParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
PlasticCombBindingResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
PlateCopyParams,global element,jdf:PlateCopyParams_r,,,,jdf:Resource,"",JDFResource.xsd
PlateCopyParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
PlateCopyParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
PlateCopyParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
PlateCopyParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
PlateCopyParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
PlateCopyParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
PlateCopyParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
pLayerIDs,global simpleType,jdftyp:IntegerRangeList,,,,,"",JDFTypes.xsd
pLocation,global simpleType,jdftyp:string,,,,,"",JDFTypes.xsd
pOption,global simpleType,jdftyp:string,,,,,"",JDFTypes.xsd
PositiveInfinity_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
pPageNumber,global simpleType,jdftyp:IntegerRangeList,,,,,"",JDFTypes.xsd
pPartVersion,global simpleType,jdftyp:string,,,,,"",JDFTypes.xsd
pPreflightRule,global simpleType,jdftyp:string,,,,,"",JDFTypes.xsd
pPreviewType,global simpleType,jdftyp:ePreviewType_,,,,,"",JDFTypes.xsd
Preflight,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
Preflight_ArgumentValue_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
Preflight_BoxArgument,global complexType,,jdf:BaseElement_,,,,"",JDFCapability.xsd
Preflight_BoxToBoxDifference,global complexType,,jdf:BaseElement_,,,,"",JDFCapability.xsd
Preflight_StringListValue_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
PreflightAction,global complexType,,jdf:BaseElement_,,,,"",JDFCapability.xsd
PreflightAnalysis,global element,jdf:PreflightAnalysis_r,,,,jdf:Resource,"",JDFResource.xsd
PreflightAnalysis_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
PreflightAnalysis_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
PreflightAnalysis_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
PreflightAnalysisAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
PreflightAnalysisAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
PreflightAnalysisAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
PreflightAnalysisLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
PreflightArgument,global complexType,,jdf:BaseElement_,,,,"",JDFCapability.xsd
PreflightCommonConstraintPool_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
PreflightCommonConstraints_lr,global group,,,,,,"",JDFResource.xsd
PreflightCommonContent_lr,global group,,,,,,"",JDFResource.xsd
PreflightCommonPool_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
PreflightConstraint_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
PreflightDetail_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
PreflightInstance_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
PreflightInstanceDetail_,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
PreflightInventory,global element,jdf:PreflightInventory_r,,,,jdf:Resource,"",JDFResource.xsd
PreflightInventory_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
PreflightInventory_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
PreflightInventory_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
PreflightInventoryAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
PreflightInventoryAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
PreflightInventoryAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
PreflightInventoryLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
PreflightParams,global element,jdf:PreflightParams_r,,,,jdf:Resource,"",JDFResource.xsd
PreflightParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
PreflightParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
PreflightParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
PreflightParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
PreflightParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
PreflightParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
PreflightParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
PreflightProfile,global element,jdf:PreflightProfile_r,,,,jdf:Resource,"",JDFResource.xsd
PreflightProfile_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
PreflightProfile_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
PreflightProfile_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
PreflightProfileAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
PreflightProfileAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
PreflightProfileAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
PreflightProfileLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
PreflightReport,global element,jdf:PreflightReport_r,,,,jdf:Resource,"",JDFResource.xsd
PreflightReport_PRError_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
PreflightReport_PRGroup_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
PreflightReport_PRItem_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
PreflightReport_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
PreflightReport_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
PreflightReport_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
PreflightReportAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
PreflightReportAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
PreflightReportAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
PreflightReportLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
PreflightReportRulePool,global element,jdf:PreflightReportRulePool_r,,,,jdf:Resource,"",JDFResource.xsd
PreflightReportRulePool_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
PreflightReportRulePool_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
PreflightReportRulePool_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
